Lat,Lon,GYear
35.670641,-78.663729,1977
40.698,-75.27342,1977
35.581775,-82.60141,1977
33.589126,-85.13233,1977
41.008576,-74.041923,1977
40.045461,-75.387632,1977
38.733326,-90.622121,1977
32.765788,-96.85689,1977
32.765788,-96.85689,1977
28.307863,-80.663103,1977
40.988263,-80.295406,1977
40.491704,-82.53339,1977
33.476767,-97.104797,1977
40.395074,-74.109292,1977
42.107199,-76.023903,1977
37.37986,-122.208569,1977
43.098373,-89.324921,1977
39.889016,-84.205982,1977
40.576451,-79.72398,1977
32.215483,-110.970828,1977
43.220645,-77.464013,1977
40.698,-75.27342,1977
40.377948,-81.121554,1977
43.220645,-77.464013,1977
43.23648,-87.9846,1977
29.770633,-95.414819,1977
27.815529,-82.6797,1977
33.589126,-85.13233,1977
42.233956,-87.863856,1977
46.768155,-92.133133,1977
40.725101,-111.939531,1977
39.638203,-84.16746,1977
46.768155,-92.133133,1977
34.489743,-120.039532,1977
42.439167,-123.327222,1977
41.783823,-88.146897,1977
40.385487,-74.172575,1977
40.385487,-74.172575,1977
38.163,-85.5213,1977
42.04682,-87.695708,1977
34.393428,-99.010477,1977
41.159227,-81.233714,1977
42.724446,-73.750908,1977
47.62002,-122.204989,1977
29.770633,-95.414819,1977
37.574951,-97.131651,1977
33.956096,-118.449853,1977
40.385487,-74.172575,1977
40.442411,-79.996664,1977
37.456175,-77.64375,1977
33.802254,-118.068984,1977
29.770633,-95.414819,1977
31.769906,-106.428276,1977
38.8225,-86.886944,1977
25.94232,-80.3904,1977
40.148617,-75.266159,1977
41.29968,-73.90609,1977
45.537367,-122.655861,1977
34.444494,-82.754302,1977
42.253632,-89.017952,1977
35.161545,-106.579538,1977
33.01776,-96.62442,1977
41.222904,-111.971747,1977
40.385487,-74.172575,1977
40.385487,-74.172575,1977
40.442411,-79.996664,1977
29.770633,-95.414819,1977
42.418809,-83.104982,1977
42.233956,-87.863856,1977
39.735632,-75.547657,1977
40.698,-75.27342,1977
40.91382,-73.3335,1977
33.01776,-96.62442,1977
40.449365,-79.68196,1977
40.442411,-79.996664,1977
29.770633,-95.414819,1977
45.472666,-122.856983,1977
36.529122,-82.556123,1977
40.385487,-74.172575,1977
40.91382,-73.3335,1977
41.008576,-74.041923,1977
42.194268,-88.135521,1977
