Lat,Lon
25.775355,-80.208792
41.008576,-74.041923
42.94212,-83.82804
35.161545,-106.579538
41.64704,-87.62067
25.775355,-80.208792
40.442411,-79.996664
40.385487,-74.172575
40.609259,-74.453927
39.494309,-84.74407
40.844283,-74.574152
44.981963,-93.26551
40.442411,-79.996664
25.775355,-80.208792
41.282126,-73.02581
40.332324,-75.116759
40.515752,-75.396205
40.301688,-79.538092
42.876735,-78.744457
39.400502,-74.382819
43.970221,-122.916439
32.765788,-96.85689
34.030733,-117.949992
43.601347,-84.206759
40.385487,-74.172575
39.085561,-84.513589
37.897485,-122.112374
40.385487,-74.172575
40.385487,-74.172575
40.844283,-74.574152
40.385487,-74.172575
40.385487,-74.172575
40.449365,-79.68196
40.844283,-74.574152
42.10105,-87.757641
40.152223,-74.851228
39.29778,-76.608993
42.96432,-77.9808
37.322857,-122.052958
37.322857,-122.052958
42.00888,-73.84014
42.068179,-87.932697
39.735632,-75.547657
40.553052,-74.530292
40.693796,-74.382617
40.491704,-82.53339
39.589081,-79.896108
40.069498,-82.526879
42.034146,-87.756196
35.581775,-82.60141
42.034146,-87.756196
33.873764,-84.86505
32.828032,-97.104702
43.016381,-87.979711
32.952906,-96.703839
33.893354,-117.931038
37.353924,-122.085935
41.008576,-74.041923
32.9064,-97.43322
34.030733,-117.949992
29.770633,-95.414819
43.601347,-84.206759
38.050332,-84.49784
25.775355,-80.208792
43.098373,-89.324921
39.89393,-86.229942
42.792562,-83.609652
42.110485,-72.076312
40.385487,-74.172575
40.875659,-111.865622
41.282126,-73.02581
34.067473,-117.927759
41.651449,-81.44878
40.385487,-74.172575
41.685996,-73.896069
29.953286,-90.071666
42.233956,-87.863856
42.233956,-87.863856
39.38631,-89.080983
34.030733,-117.949992
43.088842,-77.599683
40.449365,-79.68196
35.8761,-84.1703
33.125918,-117.101637
29.041532,-95.444189
39.89393,-86.229942
29.770633,-95.414819
41.087432,-81.515568
42.299722,-83.379852
41.671706,-86.252194
37.69302,-97.337204
41.783823,-88.146897
40.844283,-74.574152
40.385487,-74.172575
41.059559,-74.14669
28.621623,-80.840117
39.89393,-86.229942
40.844283,-74.574152
33.453421,-112.070376
37.401284,-122.008179
40.145928,-75.122767
41.008576,-74.041923
32.314232,-93.777593
42.13061,-88.092341
34.489743,-120.039532
41.218272,-73.252765
40.385487,-74.172575
37.330413,-121.891128
29.770633,-95.414819
41.008576,-74.041923
40.4664,-85.36512
32.765788,-96.85689
26.843134,-80.087669
40.175183,-84.976721
42.37686,-72.46914
36.06165,-95.923301
37.53347,-122.250368
42.233956,-87.863856
37.95114,-122.53956
40.449365,-79.68196
40.4127,-74.25252
26.238998,-80.124146
35.670641,-78.663729
25.775355,-80.208792
35.371135,-85.392644
40.385487,-74.172575
40.449365,-79.68196
34.740543,-86.629283
42.093298,-71.404394
40.449365,-79.68196
40.609259,-74.453927
44.981963,-93.26551
33.893354,-117.931038
40.844283,-74.574152
42.405095,-87.859493
34.809759,-82.333042
41.2866,-92.60028
42.233956,-87.863856
40.385487,-74.172575
40.385487,-74.172575
39.494309,-84.74407
38.580708,-121.526563
40.698,-75.27342
35.581775,-82.60141
28.611682,-80.677691
36.581055,-79.410727
38.815289,-76.749621
38.580708,-121.526563
33.867406,-118.397481
40.609259,-74.453927
41.2866,-92.60028
33.867406,-118.397481
27.968846,-82.803211
35.670641,-78.663729
41.494448,-82.020479
39.89393,-86.229942
38.050332,-84.49784
41.540319,-87.682222
38.050332,-84.49784
33.893354,-117.931038
43.087492,-77.432058
35.161545,-106.579538
35.161545,-106.579538
37.69302,-97.337204
42.233956,-87.863856
33.871269,-118.371584
37.959899,-122.504023
40.698,-75.27342
40.442411,-79.996664
42.276871,-71.761225
41.011736,-73.865605
39.658048,-78.746255
41.83488,-72.57132
41.631065,-83.618751
40.449365,-79.68196
37.687222,-121.894449
41.1735,-81.4497
36.738109,-95.93326
41.113633,-87.860293
40.124197,-79.460907
40.093342,-85.685401
36.932012,-86.45006
33.956096,-118.449853
43.276519,-78.809408
43.016381,-87.979711
36.06165,-95.923301
35.581775,-82.60141
41.26453,-73.078505
39.07737,-76.431211
43.39546,-94.486346
43.39546,-94.486346
45.49361,-122.800298
41.2866,-92.60028
41.008576,-74.041923
42.410921,-88.063011
40.145928,-75.122767
33.640149,-117.915876
34.210263,-118.570594
41.008576,-74.041923
41.008576,-74.041923
40.844283,-74.574152
40.385487,-74.172575
41.008576,-74.041923
34.645861,-82.76726
32.215483,-110.970828
42.544872,-83.208462
33.640149,-117.915876
42.37686,-72.46914
29.770633,-95.414819
33.867406,-118.397481
33.867406,-118.397481
41.521756,-73.937292
42.13061,-88.092341
40.609259,-74.453927
40.746049,-73.080662
36.691259,-85.133802
47.1874,-122.1645
42.120823,-72.44327
43.087492,-77.432058
41.521756,-73.937292
40.609259,-74.453927
34.067473,-117.927759
39.594031,-105.009802
41.282126,-73.02581
43.220645,-77.464013
39.085561,-84.513589
43.088842,-77.599683
42.104997,-87.93617
33.867406,-118.397481
43.39546,-94.486346
32.765788,-96.85689
37.25286,-122.029595
41.008576,-74.041923
39.89393,-86.229942
40.385487,-74.172575
40.177849,-118.479076
42.405095,-87.859493
36.581055,-79.410727
