Lat,Lon
52.466667,-1.916667
25.775355,-80.208792
41.008576,-74.041923
42.94212,-83.82804
35.161545,-106.579538
41.64704,-87.62067
25.775355,-80.208792
40.442411,-79.996664
40.385487,-74.172575
40.609259,-74.453927
39.494309,-84.74407
52.216667,-1.866667
40.844283,-74.574152
44.981963,-93.26551
40.442411,-79.996664
25.775355,-80.208792
41.282126,-73.02581
40.332324,-75.116759
40.515752,-75.396205
40.301688,-79.538092
52.416667,-1.55
42.876735,-78.744457
52.683333,-1.716667
53.366667,-1.5
53.3,-1.466667
39.400502,-74.382819
43.970221,-122.916439
32.765788,-96.85689
34.030733,-117.949992
43.601347,-84.206759
40.385487,-74.172575
39.085561,-84.513589
52.216667,-1.866667
37.897485,-122.112374
40.385487,-74.172575
40.385487,-74.172575
40.844283,-74.574152
40.385487,-74.172575
40.385487,-74.172575
40.449365,-79.68196
40.844283,-74.574152
42.10105,-87.757641
40.152223,-74.851228
45.566667,-73.2
52.516667,-2.083333
39.29778,-76.608993
43.9,-78.683333
42.96432,-77.9808
37.322857,-122.052958
37.322857,-122.052958
52.416667,-1.783333
42.00888,-73.84014
42.068179,-87.932697
39.735632,-75.547657
40.553052,-74.530292
40.693796,-74.382617
40.491704,-82.53339
,
51.516667,-.1
39.589081,-79.896108
40.069498,-82.526879
55.95,-3.2
42.034146,-87.756196
49.25,-123.133333
35.581775,-82.60141
42.034146,-87.756196
33.873764,-84.86505
32.828032,-97.104702
43.016381,-87.979711
32.952906,-96.703839
51.55,.05
33.893354,-117.931038
37.353924,-122.085935
41.008576,-74.041923
32.9064,-97.43322
34.030733,-117.949992
29.770633,-95.414819
43.601347,-84.206759
51.616667,.316667
38.050332,-84.49784
25.775355,-80.208792
43.098373,-89.324921
39.89393,-86.229942
52.116667,-2.316667
42.792562,-83.609652
51.416667,-.75
42.110485,-72.076312
40.385487,-74.172575
40.875659,-111.865622
41.282126,-73.02581
34.067473,-117.927759
41.651449,-81.44878
40.385487,-74.172575
52.116667,-2.316667
41.685996,-73.896069
51.366667,-.466667
29.953286,-90.071666
42.233956,-87.863856
42.233956,-87.863856
50.083333,-5.133333
39.38631,-89.080983
34.030733,-117.949992
43.088842,-77.599683
40.449365,-79.68196
35.8761,-84.1703
33.125918,-117.101637
29.041532,-95.444189
39.89393,-86.229942
29.770633,-95.414819
41.087432,-81.515568
42.299722,-83.379852
41.671706,-86.252194
37.69302,-97.337204
41.783823,-88.146897
40.844283,-74.574152
40.385487,-74.172575
41.059559,-74.14669
28.621623,-80.840117
39.89393,-86.229942
52.216667,-1.866667
40.844283,-74.574152
33.453421,-112.070376
51.416667,-.75
53.333333,-2.75
51.016667,-1.316667
37.401284,-122.008179
40.145928,-75.122767
41.008576,-74.041923
58.95,-2.833333
32.314232,-93.777593
42.13061,-88.092341
34.489743,-120.039532
41.218272,-73.252765
40.385487,-74.172575
37.330413,-121.891128
51.083333,-1.666667
29.770633,-95.414819
41.008576,-74.041923
40.4664,-85.36512
32.765788,-96.85689
26.843134,-80.087669
40.175183,-84.976721
42.37686,-72.46914
36.06165,-95.923301
51.416667,-.75
37.53347,-122.250368
42.233956,-87.863856
37.95114,-122.53956
40.449365,-79.68196
40.4127,-74.25252
26.238998,-80.124146
35.670641,-78.663729
53.35,-2.116667
25.775355,-80.208792
35.371135,-85.392644
40.385487,-74.172575
52.416667,-1.783333
52.216667,-1.866667
51.383333,-.433333
52.766667,-1.2
40.449365,-79.68196
34.740543,-86.629283
52.216667,-1.866667
51.016667,-1.316667
42.093298,-71.404394
40.449365,-79.68196
40.609259,-74.453927
44.981963,-93.26551
33.893354,-117.931038
40.844283,-74.574152
42.405095,-87.859493
34.809759,-82.333042
41.2866,-92.60028
42.233956,-87.863856
40.385487,-74.172575
53.166667,-2.583333
40.385487,-74.172575
51.411389,-2.505
39.494309,-84.74407
38.580708,-121.526563
40.698,-75.27342
51.55,.05
35.581775,-82.60141
28.611682,-80.677691
36.581055,-79.410727
38.815289,-76.749621
38.580708,-121.526563
52.533333,-2.416667
33.867406,-118.397481
40.609259,-74.453927
52.566667,-1.816667
41.2866,-92.60028
33.867406,-118.397481
51.75,-3.783333
27.968846,-82.803211
52.683333,-1.716667
35.670641,-78.663729
41.494448,-82.020479
39.89393,-86.229942
,
53.333333,-2.75
53.333333,-2.75
38.050332,-84.49784
41.540319,-87.682222
38.050332,-84.49784
33.893354,-117.931038
43.087492,-77.432058
35.161545,-106.579538
35.161545,-106.579538
37.69302,-97.337204
42.233956,-87.863856
33.871269,-118.371584
37.959899,-122.504023
52.216667,-1.866667
40.698,-75.27342
40.442411,-79.996664
53.5,-2.216667
42.276871,-71.761225
41.011736,-73.865605
39.658048,-78.746255
41.83488,-72.57132
52.633333,1.75
41.631065,-83.618751
40.449365,-79.68196
37.687222,-121.894449
51.516667,-.1
41.1735,-81.4497
53.25,-1.416667
36.738109,-95.93326
41.113633,-87.860293
40.124197,-79.460907
40.093342,-85.685401
36.932012,-86.45006
33.956096,-118.449853
43.276519,-78.809408
43.016381,-87.979711
,
36.06165,-95.923301
35.581775,-82.60141
41.26453,-73.078505
39.07737,-76.431211
43.39546,-94.486346
43.39546,-94.486346
53.35,-2.116667
55.95,-3.2
45.49361,-122.800298
53.483333,-2.066667
41.2866,-92.60028
52.333333,-1.583333
41.008576,-74.041923
42.410921,-88.063011
40.145928,-75.122767
33.640149,-117.915876
53.166667,-2.583333
34.210263,-118.570594
41.008576,-74.041923
41.008576,-74.041923
40.844283,-74.574152
40.385487,-74.172575
41.008576,-74.041923
34.645861,-82.76726
32.215483,-110.970828
42.544872,-83.208462
33.640149,-117.915876
42.37686,-72.46914
29.770633,-95.414819
33.867406,-118.397481
33.867406,-118.397481
41.521756,-73.937292
42.13061,-88.092341
40.609259,-74.453927
51.833333,-2.166667
40.746049,-73.080662
36.691259,-85.133802
47.1874,-122.1645
42.120823,-72.44327
43.087492,-77.432058
41.521756,-73.937292
40.609259,-74.453927
34.067473,-117.927759
39.594031,-105.009802
41.282126,-73.02581
43.220645,-77.464013
39.085561,-84.513589
43.088842,-77.599683
42.104997,-87.93617
33.867406,-118.397481
43.39546,-94.486346
32.765788,-96.85689
37.25286,-122.029595
41.008576,-74.041923
39.89393,-86.229942
40.385487,-74.172575
40.177849,-118.479076
,
53.25,-2.116667
42.405095,-87.859493
36.581055,-79.410727
41.484637,-75.709934
37.574646,-122.046431
37.416667,-122.166667
43.087492,-77.432058
42.29142,-72.71772
35.685858,-117.832494
53.166667,-1.583333
42.418809,-83.104982
40.811856,-81.373368
41.671706,-86.252194
52.3,-2.583333
33.752811,-117.995095
34.112736,-118.365832
39.712606,-105.229868
40.124197,-79.460907
35.229803,-97.504824
37.95114,-122.53956
51.406389,-3.218333
42.232964,-71.381395
35.951012,-95.885108
33.640149,-117.915876
35.53148,-100.976929
45.566667,-73.2
43.220645,-77.464013
36.738109,-95.93326
33.01776,-96.62442
-27.5,153.016667
30.420528,-87.223981
38.073472,-78.90293
-35.016667,138.516667
34.03242,-117.2823
41.95888,-87.941435
33.802254,-118.068984
51.266667,.2
39.893349,-84.219043
40.045461,-75.387632
41.536632,-81.339554
42.253333,-83.208255
39.636147,-84.082389
52.816667,-1.166667
43.601347,-84.206759
39.89393,-86.229942
40.91382,-73.3335
40.609259,-74.453927
40.609259,-74.453927
33.909357,-81.076717
53.983333,-1.533333
40.442411,-79.996664
52.216667,-1.866667
32.793478,-116.963224
52.5,-1.966667
35.670641,-78.663729
41.812195,-79.157992
41.015609,-73.844361
51.883333,-2.166667
51.021111,-3.104722
53.166667,-2.583333
33.893354,-117.931038
34.203774,-118.191187
40.844283,-74.574152
42.253333,-83.208255
36.529122,-82.556123
33.867406,-118.397481
51.95,-.266667
,
39.957487,-75.604418
53.166667,-2.583333
40.91382,-73.3335
33.867406,-118.397481
53.333333,-3.083333
40.91382,-73.3335
40.385487,-74.172575
39.085561,-84.513589
40.069498,-82.526879
52.566667,-1.816667
40.045461,-75.387632
51.701111,-3.044444
42.418809,-83.104982
33.767496,-118.187712
52.75,.383333
39.085561,-84.513589
51.55,-1.233333
41.1735,-81.4497
40.385487,-74.172575
51.866667,-.4
,
43.7,-79.5
29.770633,-95.414819
34.001758,-118.394799
29.770633,-95.414819
34.030733,-117.949992
53.533333,-1.116667
40.442411,-79.996664
36.06165,-95.923301
53.333333,-2.75
42.987118,-83.679301
52.383333,-2.25
33.802254,-118.068984
25.775355,-80.208792
43.088842,-77.599683
38.953479,-94.549666
40.385487,-74.172575
41.608715,-73.992141
40.442411,-79.996664
53.333333,-2.75
32.980136,-117.082337
43.088842,-77.599683
39.889016,-84.205982
40.91382,-73.3335
53.416667,-3.0
41.2866,-92.60028
40.841403,-74.201411
34.030733,-117.949992
38.733326,-90.622121
41.008576,-74.041923
38.90292,-121.06698
29.770633,-95.414819
53.35,-2.116667
51.583333,.333333
40.91382,-73.3335
36.697172,-95.639359
42.418809,-83.104982
39.636147,-84.082389
34.607691,-87.0213
52.466667,-1.916667
32.765788,-96.85689
33.720481,-117.909846
33.871269,-118.371584
39.956267,-75.274357
36.318395,-95.619824
35.2547,-81.560764
33.867406,-118.397481
40.449365,-79.68196
42.323762,-75.319978
43.088842,-77.599683
33.906013,-118.005828
47.564004,-122.226476
39.908086,-75.004604
36.151206,-115.108207
41.783823,-88.146897
43.220645,-77.464013
32.828032,-97.104702
33.648513,-117.838683
36.06165,-95.923301
43.381127,-84.654008
51.516667,-.1
37.69302,-97.337204
40.519697,-74.852845
37.353924,-122.085935
41.2866,-92.60028
40.385487,-74.172575
39.908086,-75.004604
39.89393,-86.229942
52.5,-1.966667
40.301688,-79.538092
36.581055,-79.410727
52.216667,-1.866667
52.216667,-1.866667
52.416667,-1.783333
41.1735,-81.4497
40.045461,-75.387632
43.087492,-77.432058
33.867406,-118.397481
40.708181,-74.003846
40.301688,-79.538092
39.085561,-84.513589
34.393428,-99.010477
41.893914,-87.94058
34.030733,-117.949992
37.95114,-122.53956
40.91382,-73.3335
34.210263,-118.570594
41.541709,-73.902683
40.01281,-105.205353
35.327979,-82.478182
43.39546,-94.486346
41.521756,-73.937292
52.466667,-1.916667
43.098373,-89.324921
41.218272,-73.252765
52.216667,-1.866667
43.9,-78.866667
35.963275,-84.298102
34.030733,-117.949992
43.087492,-77.432058
43.39546,-94.486346
33.01776,-96.62442
53.166667,-2.583333
53.333333,-2.75
41.688236,-81.332823
41.685996,-73.896069
52.033333,-.7
40.442411,-79.996664
40.442411,-79.996664
43.23648,-87.9846
33.767496,-118.187712
52.116667,-2.316667
39.820757,-74.694484
39.820757,-74.694484
40.442411,-79.996664
51.016667,-1.316667
33.922954,-117.797999
38.050332,-84.49784
40.148617,-75.266159
26.246438,-80.263929
41.539143,-81.611674
41.008576,-74.041923
51.583333,.716667
40.844283,-74.574152
37.330413,-121.891128
39.592032,-86.375059
53.483333,-2.066667
52.416667,-1.783333
40.148617,-75.266159
41.059559,-74.14669
32.082183,-81.123407
35.327979,-82.478182
32.765788,-96.85689
42.792562,-83.609652
42.792562,-83.609652
40.546649,-84.395162
40.148617,-75.266159
34.489743,-120.039532
39.085561,-84.513589
-37.783333,144.883333
41.20716,-73.71732
33.825599,-118.328416
33.857014,-84.222994
33.802254,-118.068984
51.583333,.716667
42.792562,-83.609652
42.792562,-83.609652
51.701111,-3.044444
41.008576,-74.041923
36.529122,-82.556123
50.916667,-.533333
46.157629,-122.985831
52.416667,-1.55
41.059559,-74.14669
33.734584,-117.786935
42.29142,-72.71772
43.220645,-77.464013
34.154498,-118.64317
42.439167,-123.327222
44.981963,-93.26551
45.566667,-73.2
39.589081,-79.896108
41.320866,-84.8929
28.984058,-81.234902
40.442411,-79.996664
37.915859,-122.023678
40.045461,-75.387632
43.23648,-87.9846
42.04682,-87.695708
51.583333,-1.4
37.448337,-122.268736
28.95116,-95.363282
51.75,-2.2
48.098404,-122.237318
39.89393,-86.229942
55.833333,-4.25
41.688236,-81.332823
39.735632,-75.547657
53.333333,-2.75
44.060636,-92.439257
29.770633,-95.414819
29.770633,-95.414819
36.318395,-95.619824
36.06165,-95.923301
42.98039,-78.737853
26.921814,-80.215886
50.816667,-.366667
51.916667,-.65
39.589081,-79.896108
31.531269,-97.19223
39.911242,-83.839281
33.01776,-96.62442
39.085561,-84.513589
49.75,-56.033333
40.725101,-111.939531
35.670641,-78.663729
40.576451,-79.72398
41.008576,-74.041923
43.23648,-87.9846
42.107199,-76.023903
29.770633,-95.414819
40.546649,-84.395162
51.95,-.266667
53.333333,-2.75
53.333333,-2.75
39.89393,-86.229942
53.533333,-1.116667
40.576451,-79.72398
51.016667,-1.316667
39.89393,-86.229942
51.583333,.716667
33.756107,-118.30637
33.648513,-117.838683
41.77478,-88.250675
35.172101,-119.4316
53.333333,-2.75
35.764625,-106.921242
37.69302,-97.337204
40.442411,-79.996664
27.968846,-82.803211
41.64704,-87.62067
52.416667,-1.783333
52.466667,-1.916667
52.466667,-1.916667
51.75,-.333333
40.152223,-74.851228
40.045461,-75.387632
43.087492,-77.432058
53.416667,-3.0
42.439167,-123.327222
39.89393,-86.229942
42.233956,-87.863856
52.216667,-1.866667
40.881129,-88.634278
40.064221,-89.196549
53.333333,-2.75
37.662085,-113.196253
35.371135,-85.392644
34.030733,-117.949992
41.595832,-73.88745
37.688081,-122.149396
40.449365,-79.68196
40.609259,-74.453927
26.921814,-80.215886
40.442411,-79.996664
52.75,-.733333
51.433333,-.516667
41.882953,-87.975404
43.013819,-88.228571
40.449365,-79.68196
29.770633,-95.414819
42.439167,-123.327222
43.23648,-87.9846
39.819298,-104.916784
42.233956,-87.863856
37.146056,-76.578123
34.16591,-118.46357
29.770633,-95.414819
40.636817,-74.452093
40.491704,-82.53339
37.574951,-97.131651
41.008576,-74.041923
52.216667,-1.866667
33.78683,-117.79341
38.163,-85.5213
41.639217,-71.502017
42.233956,-87.863856
35.89354,-106.285048
41.2866,-92.60028
38.050332,-84.49784
41.027952,-81.938348
34.030733,-117.949992
42.439167,-123.327222
40.217022,-75.648374
33.867406,-118.397481
32.082183,-81.123407
42.418809,-83.104982
51.916667,-.65
40.148617,-75.266159
53.4,-2.15
51.016667,-1.316667
39.636147,-84.082389
29.770633,-95.414819
36.529122,-82.556123
42.42132,-71.113443
38.163,-85.5213
35.670641,-78.663729
51.667778,-3.2075
40.698,-75.27342
35.581775,-82.60141
33.589126,-85.13233
53.366667,-1.5
53.366667,-1.5
41.008576,-74.041923
40.045461,-75.387632
38.733326,-90.622121
32.765788,-96.85689
32.765788,-96.85689
53.983333,-1.533333
28.307863,-80.663103
40.988263,-80.295406
40.491704,-82.53339
33.476767,-97.104797
40.395074,-74.109292
42.107199,-76.023903
37.37986,-122.208569
43.098373,-89.324921
39.889016,-84.205982
40.576451,-79.72398
32.215483,-110.970828
43.220645,-77.464013
40.698,-75.27342
40.377948,-81.121554
43.220645,-77.464013
53.166667,-2.583333
53.333333,-2.75
53.333333,-2.75
43.23648,-87.9846
52.533333,-2.416667
52.533333,-2.416667
29.770633,-95.414819
27.815529,-82.6797
33.589126,-85.13233
42.233956,-87.863856
46.768155,-92.133133
52.216667,-1.866667
40.725101,-111.939531
39.638203,-84.16746
46.768155,-92.133133
34.489743,-120.039532
42.439167,-123.327222
41.783823,-88.146897
40.385487,-74.172575
40.385487,-74.172575
38.163,-85.5213
53.283333,-2.9
42.04682,-87.695708
34.393428,-99.010477
41.159227,-81.233714
42.724446,-73.750908
47.62002,-122.204989
29.770633,-95.414819
37.574951,-97.131651
51.653056,-3.026667
33.956096,-118.449853
53.333333,-2.75
53.166667,-2.583333
40.385487,-74.172575
40.442411,-79.996664
37.456175,-77.64375
33.802254,-118.068984
29.770633,-95.414819
31.769906,-106.428276
38.8225,-86.886944
25.94232,-80.3904
40.148617,-75.266159
41.29968,-73.90609
45.537367,-122.655861
53.333333,-2.75
51.9,-1.15
51.75,-2.2
34.444494,-82.754302
42.253632,-89.017952
35.161545,-106.579538
33.01776,-96.62442
41.222904,-111.971747
40.385487,-74.172575
40.385487,-74.172575
40.442411,-79.996664
29.770633,-95.414819
53.3,-1.466667
42.418809,-83.104982
42.233956,-87.863856
55.95,-3.2
39.735632,-75.547657
40.698,-75.27342
40.91382,-73.3335
53.166667,-2.583333
51.783333,-.65
52.416667,-1.55
33.01776,-96.62442
52.466667,-1.916667
40.449365,-79.68196
40.442411,-79.996664
29.770633,-95.414819
45.472666,-122.856983
36.529122,-82.556123
40.385487,-74.172575
53.166667,-2.583333
40.91382,-73.3335
41.008576,-74.041923
45.55,-62.716667
42.194268,-88.135521
29.770633,-95.414819
40.443842,-86.911409
37.688081,-122.149396
35.09904,-89.848207
27.912173,-82.296703
41.783823,-88.146897
40.42847,-88.98691
33.57612,-117.73638
41.008576,-74.041923
41.231451,-81.641199
34.001758,-118.394799
52.116667,-2.316667
34.754898,-87.681822
51.366667,.366667
29.66249,-82.325135
37.662085,-113.196253
53.166667,-2.583333
55.666667,-3.983333
33.893354,-117.931038
36.161267,-86.783675
41.671706,-86.252194
53.533333,-1.116667
53.883333,-1.916667
42.905877,-78.627625
39.893349,-84.219043
40.385487,-74.172575
43.601347,-84.206759
39.908086,-75.004604
38.163,-85.5213
41.494448,-82.020479
53.166667,-2.583333
37.739355,-122.242485
41.2866,-92.60028
53.533333,-2.916667
43.087492,-77.432058
34.001758,-118.394799
40.91382,-73.3335
34.809759,-82.333042
50.083333,-5.133333
42.98039,-78.737853
50.183333,-98.316667
40.069498,-82.526879
44.981963,-93.26551
34.012451,-118.471282
39.89393,-86.229942
39.89393,-86.229942
43.220645,-77.464013
52.566667,-1.816667
31.446944,-100.450967
41.831029,-87.873348
33.640149,-117.915876
43.601347,-84.206759
48.098404,-122.237318
39.085561,-84.513589
29.770633,-95.414819
50.983333,-1.5
39.085561,-84.513589
41.008576,-74.041923
35.996965,-78.899565
40.576451,-79.72398
53.5,-2.216667
40.518707,-79.834203
41.662647,-86.157621
29.756417,-94.968734
36.295542,-95.15223
53.533333,-1.116667
31.769906,-106.428276
37.322857,-122.052958
37.322857,-122.052958
55.95,-3.2
40.442411,-79.996664
41.458768,-72.826674
38.156983,-121.146692
33.802254,-118.068984
39.89393,-86.229942
39.2886,-81.59568
51.516667,-.1
31.57164,-97.38222
43.9,-78.866667
43.017264,-70.897061
51.516667,-.1
53.4,-2.15
40.148617,-75.266159
40.385487,-74.172575
41.059559,-74.14669
40.449365,-79.68196
37.809816,-122.265531
33.907592,-118.020573
51.516667,-.1
50.083333,-5.133333
39.111974,-76.553563
39.111974,-76.553563
39.515866,-105.311973
41.902291,-91.25499
53.35,-2.116667
30.418422,-91.139518
37.678149,-92.6648
41.1735,-81.4497
40.148617,-75.266159
41.671706,-86.252194
41.444713,-71.995991
41.008576,-74.041923
,
35.928939,-79.040693
52.45,-2.05
38.855021,-76.939108
36.738109,-95.93326
33.956096,-118.449853
40.245694,-74.942426
36.738109,-95.93326
42.086421,-87.826831
48.098404,-122.237318
48.098404,-122.237318
53.333333,-2.75
53.5,-2.216667
39.731712,-75.669224
29.770633,-95.414819
33.969836,-118.071934
39.085561,-84.513589
41.014711,-81.6145
51.916667,-.65
35.685858,-117.832494
35.371135,-85.392644
28.024675,-80.539219
39.085561,-84.513589
40.152223,-74.851228
38.815289,-76.749621
40.160065,-104.966226
34.112736,-118.365832
31.531269,-97.19223
,
52.033333,-2.116667
34.001758,-118.394799
40.693796,-74.382617
43.601347,-84.206759
34.146529,-117.573112
41.882953,-87.975404
42.374067,-71.117136
40.693796,-74.382617
33.874322,-118.39546
39.023561,-92.248218
40.385487,-74.172575
42.233956,-87.863856
42.233956,-87.863856
51.516667,-.1
52.6,-1.916667
33.52554,-117.71436
40.145928,-75.122767
37.95114,-122.53956
42.13061,-88.092341
33.837257,-117.871219
34.489743,-120.039532
52.216667,-1.866667
36.06165,-95.923301
32.765788,-96.85689
37.69302,-97.337204
28.060933,-81.05253
40.585753,-73.657497
44.11499,-94.215898
29.770633,-95.414819
51.45,-2.6
43.601347,-84.206759
53.366667,-1.5
33.867406,-118.397481
42.233956,-87.863856
43.601347,-84.206759
32.765788,-96.85689
40.869083,-73.4093
43.32084,-73.5768
34.001758,-118.394799
33.956096,-118.449853
37.95114,-122.53956
37.95114,-122.53956
40.328956,-79.721348
52.45,-2.05
,
53.25,-2.116667
35.229803,-97.504824
35.218471,-80.811634
35.218471,-80.811634
44.935114,-93.66291
40.105338,-75.21214
40.152223,-74.851228
45.549763,-94.227348
35.199732,-101.816887
40.041872,-76.30012
34.462624,-84.317684
41.008576,-74.041923
33.254994,-111.833255
40.328956,-79.721348
38.733326,-90.622121
30.418422,-91.139518
33.867406,-118.397481
53.166667,-2.583333
50.833333,4.333333
40.491704,-82.53339
38.733326,-90.622121
39.085561,-84.513589
53.166667,-2.583333
42.544872,-83.208462
34.172643,-118.540408
35.581775,-82.60141
38.33929,-90.15153
38.815289,-76.749621
35.772714,-86.714662
29.041532,-95.444189
32.916909,-96.97227
41.688236,-81.332823
41.402414,-70.630193
40.515752,-75.396205
40.515752,-75.396205
33.898509,-81.092152
43.220645,-77.464013
36.738109,-95.93326
40.694863,-89.479364
50.083333,-5.133333
43.087492,-77.432058
44.981963,-93.26551
37.915859,-122.023678
42.502111,-71.069674
40.283914,-75.196735
53.4,-2.15
52.75,-1.516667
43.601347,-84.206759
51.316667,.9
43.220645,-77.464013
40.442411,-79.996664
43.220645,-77.464013
53.35,-2.116667
40.332243,-73.999422
29.756417,-94.968734
40.009094,-89.284725
40.064221,-89.196549
35.161545,-106.579538
43.088842,-77.599683
41.52,-81.556389
41.272541,-73.497016
52.1,.1
53.883333,-1.916667
42.905877,-78.627625
53.166667,-2.583333
42.544872,-83.208462
56.467688,-132.384597
29.770633,-95.414819
41.2866,-92.60028
41.52,-81.556389
43.013819,-88.228571
29.770633,-95.414819
43.23648,-87.9846
38.9571,-107.91396
39.89393,-86.229942
38.050332,-84.49784
29.770633,-95.414819
35.996965,-78.899565
41.671706,-86.252194
41.087432,-81.515568
40.245694,-74.942426
32.980136,-117.082337
33.956096,-118.449853
40.442411,-79.996664
40.864288,-73.317866
41.008576,-74.041923
37.456175,-77.64375
33.52554,-117.71436
40.527398,-75.560135
44.11499,-94.215898
29.770633,-95.414819
35.218471,-80.811634
33.907592,-118.020573
53.666667,-1.566667
35.161545,-106.579538
41.998183,-72.576392
36.06165,-95.923301
33.766667,-118.366667
35.161545,-106.579538
41.631065,-83.618751
39.141498,-94.353728
40.385487,-74.172575
40.385487,-74.172575
39.484738,-84.383452
51.516667,-.1
39.735632,-75.547657
49.25,-123.133333
39.638203,-84.16746
40.385487,-74.172575
37.662085,-113.196253
42.47301,-83.260797
41.521756,-73.937292
42.37686,-72.46914
39.594031,-105.009802
35.371135,-85.392644
40.636817,-74.452093
27.138891,-80.214592
39.638203,-84.16746
41.45736,-78.72666
51.5,-3.2
42.544872,-83.208462
29.770633,-95.414819
43.088842,-77.599683
53.333333,-2.75
53.25,-2.116667
51.266667,.516667
40.725101,-111.939531
40.117449,-82.916664
35.09904,-89.848207
30.418422,-91.139518
37.95114,-122.53956
41.1735,-81.4497
60.166667,-1.233333
45.05112,-93.24438
52.333333,-3.416667
51.066667,-.8
42.120823,-72.44327
30.418422,-91.139518
51.75,-3.783333
51.633333,-3.966667
,
36.06165,-95.923301
41.387185,-81.702198
33.920448,-118.072097
41.783823,-88.146897
51.35,-.2
40.701858,-73.620203
33.956096,-118.449853
40.679559,-74.567323
39.11928,-74.82582
39.893349,-84.219043
40.449365,-79.68196
45.416667,-75.7
44.981963,-93.26551
53.383333,-2.35
41.521756,-73.937292
41.662647,-86.157621
39.594031,-105.009802
33.499493,-86.800795
54.533333,-1.2
33.956096,-118.449853
40.725101,-111.939531
36.738109,-95.93326
36.070576,-79.766148
33.01776,-96.62442
,
39.735632,-75.547657
33.457993,-88.786062
45.422127,-122.449928
42.233956,-87.863856
38.971599,-94.474727
41.505351,-81.693427
41.505351,-81.693427
42.26058,-121.6584
41.576929,-83.664917
39.592032,-86.375059
38.855021,-76.939108
42.242484,-70.892883
40.350085,-74.441445
-33.779167,151.169444
35.047863,-85.305894
33.907592,-118.020573
40.546649,-84.395162
33.867406,-118.397481
